username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
localangrycrow,"scream out or drown 🔥 | 20, he/him. sleepy trans punk dude from western canada ✌ | PSN: lowlifetype","Saskatchewan, Canada",272,31,993,2018-12-04 03:22:34,2020-11-13 16:05:46,21386,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
JMCRHealthDept,"Metro health department located in Jackson, TN. Mission: ""Working Toward A Healthy Community""","Jackson, TN",608,787,1927,2018-10-03 15:27:18,2020-11-13 16:05:46,2,"#CoronavirusUpdate: As of 10 a.m. today, we now have 4,669 confirmed cases of #COVID19 in Madison County—up 151 from yesterday.

📍 22 Madison County residents hospitalized
📍 3921 Recovered
📍 112 Not Recovered
📍 203 Better
📍 344 Unknown
📍 89 Deaths
📍 315 Active Cases https://t.co/8NgcQQGq9W","[{'text': 'CoronavirusUpdate', 'indices': [0, 18]}, {'text': 'COVID19', 'indices': [78, 86]}]"
csibike1,"migrant, ex civil servant, vegetarian, owned by 2 dogs. Saddened by extremism, cruelty, injustice & hates fascism #LongLiveEurope #BlackLivesMatter","London as yet UK, Europe",8589,8694,324595,2009-08-28 10:40:00,2020-11-13 16:05:46,96,"5) 21 Swedish experts denounced “herd” policy: “The strategy has led to death, grief, &amp; suffering—no indications that the Swedish economy has fared better. We have set an example for world on how not to deal with a deadly infectious disease.” #COVID19 https://t.co/JSW3U2DIW4",[]
BostonGlobe,"Boston and New England's leading source for breaking news and analysis, with coverage from across the world. Visit us at https://t.co/8A4y3Fn1co.","Boston, MA",1201,787180,429886,2009-12-08 14:33:38,2020-11-13 16:05:46,2,These 30 Mass. communities are at high risk for COVID-19 https://t.co/PGNDYcESrz,[]
Ilozue716,@SweetHomeCSD/@SHPantherEye/@UBGMP '20 | @Harvard '24 | Rapid Response Advisor @SettleForBiden | #goodtrouble,"Amherst, NY, USA",787,671,22757,2016-03-24 22:23:15,2020-11-13 16:05:46,411,"Let's look at South Dakota. 

Your chance of encountering someone with COVID-19 at a gathering of 10 people in the following counties:

Dewey County - 93%
Bon Homme County - 88% 
Buffalo County - 85%
McCook County - 82%
Hyde County - 79% 
Hand County - 77% 
Corson County - 77% https://t.co/a2U0SJ8wc1",[]
wandungti,A Child of the Universe | Believer in God & Nature| Passionate Soaper & Natural Products Formulator🌿🍃🍂,,556,263,2070,2013-10-25 19:41:24,2020-11-13 16:05:46,4,So anyway I had to use a wheelchair today. Twice. Because if I don’t then blood vessels in my brain swell. Or something. Nobody knows really. This is #LongCovid (8 months). Don’t underestimate #COVID19. #CountLongCovid,[]
rpcrowell,"I read, therefore I am. Knowledge is power.",Seussville,317,53,3445,2009-02-21 20:41:22,2020-11-13 16:05:45,0,"@genej101 It's very suspicious.  He may have caught a cold and they decided to jump on the potential photo opportunity. Overcoming COVID-19 in a weekend if you showed symptoms? If there was a miracle drug,  it would have been made available.... at a cost (edited to correct typos)",[]
thehyphed,“Foresighted Tweeter” - Ann Coulter,"California, USA",101,397,19566,2016-03-05 22:27:37,2020-11-13 16:05:45,1160,"Brazilian President on coronavirus: ""I regret the deaths. I really do. But we're all going to die someday. There's no use fleeing reality. We have to stop being a country of fags."" 😅https://t.co/YaiEbG7Pli",[]
riz013,,"Vancouver, British Columbia",415,127,5855,2010-08-25 23:45:03,2020-11-13 16:05:45,22,"B.C.’s South Asian community is being impacted by COVID-19 at higher rates than others, according to the provincial health officer https://t.co/yKWKYP5sZ8 https://t.co/42vmta4sog",[]
DeanSpoehr,List with me.,,138,15,2989,2018-10-03 16:22:14,2020-11-13 16:05:45,3408,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
FiyaSturm,"""Black like cornrows, afros, Black like Kaep' blackballed from the Super Bowl""

NYgeriAmerican","A Neighborhood near you, NYC",4955,2159,438070,2010-12-21 08:22:19,2020-11-13 16:05:45,7,"Business was slow at the American Film Market, held online-only this year, with international buyers wary of making big deals amid continued COVID-19 uncertainty. More details: https://t.co/22jOutGZPD https://t.co/sQ0k9AxdMe",[]
annie_sparrow,critical care paediatrician & global health doctor. mbbs mrcp fracp mph md. asst/prof mount sinai. no longer itinerant. still advocate & class mum.,itinerant,943,7991,4557,2011-04-13 05:12:17,2020-11-13 16:05:45,1,"Bill Foege, former CDC Director, to Bob Redfield, incumbent:

""The public health texts of the future will use this as a lesson on how not to handle an infectious disease pandemic.”

Foege should know --since smallpox was eradicated under his leadership.
https://t.co/K6dolxrkPk",[]
A_Lamar,WHO DO YOU THINK YOU ARE I AM,"Pittsburgh, PA",437,47,3217,2011-02-28 00:11:11,2020-11-13 16:05:45,41,"“Dr Fauci says Europe better at managing Covid-19 than US.” - July 2020.

Update: https://t.co/9oYXsVzUUi",[]
BigTimeFootball,"SEC Football, NFL Football, Food, Biz, Politics, Crime, Stories, Great Pics......  Out of conflict, comes truth....",,4993,3108,959734,2015-05-16 01:26:51,2020-11-13 16:05:45,2,#Browns close headquarters after player tests positive for COVID-19  https://t.co/E66uJq5S95,"[{'text': 'Browns', 'indices': [17, 24]}]"
salenagodden,New book #MrsDeathMissesDeath published Jan 28 2021 @canongatebooks Preorder https://t.co/K9BbeHC6L6,"London, England",7053,17475,60915,2009-03-27 19:17:57,2020-11-13 16:05:45,3,"🎬 the video for Birds was edited by @lizzicou and is a beautiful insight into how the track was made during lockdown!

Birds is part of a @TongueFuShow project which was supported by @ace_national's #COVID19 Emergency Response Funds. 
https://t.co/F9kXIY9CH9",[]
Designer_Otaku,I'm just here to retweet #KandiKid #Otaku #SMFTRIBE 🤖  🇺🇲/🇬🇾,In my feelings Tampa Bay,4755,434,28635,2018-01-07 17:13:29,2020-11-13 16:05:45,3408,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
MBfd78,"Navy Vet, RESISTANCE, SonsOfLiberty, “Non Ducor, Duco!”","Massachusetts, USA",262,97,5184,2020-10-01 18:14:58,2020-11-13 16:05:44,3408,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
DJPhemzydee,•Romance & Chaos||DM for promo,Dark room,8471,24611,82939,2014-09-09 10:28:33,2020-11-13 16:05:44,29,"I can't date you because I see you as my brother, this statement can make a guy to develop symptoms of covid-19 immediately😄😄",[]
m_morsi21,🇮🇹🖤💙,Mansoura,383,879,52340,2015-09-03 22:45:51,2020-11-13 16:05:44,2602,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
jdf754,,Rustbelt City,3403,1546,218414,2017-08-30 00:29:28,2020-11-13 16:05:44,2,"The United States reported 153,496 COVID-19 cases on Thursday, according to Johns Hopkins University—another record high and the 10th consecutive day that cases have topped 100,000

 https://t.co/ccDUDqSJM0",[]
h1llbillies,🕷It is easier to fool people than it is to convince them that they've been fooled.🕷IMO Brexit is an existential threat to our NHS❤️ & our UK union of nations.,,4991,4215,210503,2011-05-10 10:31:39,2020-11-13 16:05:44,13,At the very least - the very LEAST! - we should request an extension to the transition period till the vaccine is delivered and #Covid defeated. Which could take at least another year and probably two. That's the right and sensible thing to do and I hope the EU would be amenable.,[]
sabraklein1998,"Professor at the Johns Hopkins Bloomberg School of Public Health, co-Director of the Johns Hopkins Center for Women's Health, Sex, and Gender Research.","Baltimore, MD",538,2044,980,2014-08-07 16:31:10,2020-11-13 16:05:44,1,"I'm excited to participate in @LifeAtPurdue @DiscoveryParkPU symposium on sex, gender, and women's health related issues in the context of #COVID19! I also get to see my friend and former colleague @janice_p_evans. https://t.co/AjTdakSVgm","[{'text': 'COVID19', 'indices': [139, 147]}]"
One805SB,"Prepare and protect the community by equipping Santa Barbara County First Responders for emergencies, disasters and critical safety needs.","Santa Barbara, CA",2950,731,766,2018-01-25 05:08:51,2020-11-13 16:05:44,5,"#SantaBarbaraCounty reports 32 new #COVID19 cases yesterday (11/11/20) and 47 cases today (11/12/20). There are 172 cases still infectious, with 11 cases hospitalized (2 of them in the ICU). Confirmed case count is 10,339. More info: https://t.co/Ro8w1ySRyz https://t.co/P14gYycvc6","[{'text': 'SantaBarbaraCounty', 'indices': [21, 40]}, {'text': 'COVID19', 'indices': [56, 64]}]"
HainesCaren,Author of award winning book “ Silently Seizing “,"New York, USA",1226,228,22702,2015-08-10 23:56:55,2020-11-13 16:05:44,56,"Headlines from the United States:

‘Crisis Levels’ in Mississippi: No ICU Beds Left in Jackson, Only 12% Remain Statewide https://t.co/zQLTdPLMtq #coronavirus #COVID19",[]
ExhaustedElox,Only here to keep up to date with my fave creators.,"If you know me, you know already",134,23,17676,2018-11-04 21:25:45,2020-11-13 16:05:44,2412,"Since the morning of Election Day, more Americans have died of #COVID19 (11,142) than the presidential vote margin in Arizona (11,034).

The fact that Trump is obsessed with the second number instead of the first one explains why he isn't getting a second term.","[{'text': 'COVID19', 'indices': [78, 86]}]"
realMaemoxie,"ICU RN⚕  🌊🌊 🇺🇸 🌊🌊
 ❤#jazz #art #dogs #KamalaHarris
 ☮#BLM  🌎 #FBR #Election2020
 #BidenHarris2020 🌈 Be EXCELLENT to each other!","California, USA",4969,4579,13818,2017-04-09 00:26:28,2020-11-13 16:05:44,1,"#TrumpIsPathetic &amp; puts those avowed to save his LIFE at risk, what care has he for the average Joe?
Much spite for #JoeBiden , though.
#COVID19 https://t.co/U4P7fVYJJB","[{'text': 'TrumpIsPathetic', 'indices': [0, 16]}, {'text': 'JoeBiden', 'indices': [120, 129]}, {'text': 'COVID19', 'indices': [140, 148]}]"
JohnZilli,"Former accountant, now teacher of commerce.","Marylebone, Central London",27,29,9660,2015-05-01 15:27:01,2020-11-13 16:05:44,0,"@Sue36650435 You may not consider that other things matter, but I do. Covid-19, which does exist, is the pressing issue here and pretty much globally.",[]
dianaurlaub,,,588,84,24,2010-09-25 18:37:39,2020-11-13 16:05:44,1,"Check out ""COVID-19 Conversations Webinar 15: COVID-19 Vaccine Update"" https://t.co/yZXFwMu3S4 @Eventbrite",[]
thebullinwait,Away on SM diet until Mar’21,Twitter,944,102,12264,2009-02-14 09:35:07,2020-11-13 16:05:44,1492,"Pfizer vaccine sounds worse than covid for many young people—causing days of headache, fever &amp; muscle aches after 1st injection

Oh, and you have to get the injection twice.

And you still have to wear masks.

And we don’t know the long term side effects.

https://t.co/qMvhLO1aD7",[]
MontcoCourtNews,"Journalist covering crime & justice for MediaNews Group, Philadelphia area/Montgomery County Court. National Headliner Award winner. Enjoys compelling stories.","Philly suburbs & Wash., DC",2366,4352,58383,2011-06-17 19:10:57,2020-11-13 16:05:44,1,"The #MontcoPa Board of Health heard about 60 public comments on Thursday, with all but a few voicing objections to the proposal.

#COVID19 #FallSurge","[{'text': 'MontcoPa', 'indices': [4, 13]}, {'text': 'COVID19', 'indices': [130, 138]}, {'text': 'FallSurge', 'indices': [139, 149]}]"
froznintimbuk2,"A glass of wine 🍷, a great 𝒷𝑜𝑜𝓀 📖📚💞𝒜𝓋𝒾𝒹 𝓇𝑒𝒶𝒹𝑒𝓇 #animallover #travel #lovelife #positivevibes #dreamer someday I will concur my dreams 🦋",Watching 911,311,342,5305,2016-04-10 02:20:11,2020-11-13 16:05:44,94,"It's a critical time: the 2nd wave of COVID-19 is here. We all need to act now to make sure we can keep our business, hospitals &amp; schools open. People in BC know what to do &amp; how to support others in our communities. Let's stand together again. https://t.co/S364UHYLos #CovidBC https://t.co/NS7CLyRgK7",[]
kvonyborg,"Mom. Filthy Mouthed Wife. Cheesehead. Parrothead. Indoorsy. Reasonable human being.
I do not like Donald Trump.
Tweets are all over the place.","Iowa, USA",906,400,10019,2009-04-25 20:29:00,2020-11-13 16:05:44,0,"#Iowa #COVID__19 numbers today
5,065 new cases 😱
19 deaths
1,227 Iowans hospitalized
240 in the ICU, 107 on ventilators
14 day positivity rate 22.5% (we closed schools in March at 9%)
95 of our 99 counties have a 14 day positivity rate over 15%!
#IowaDeservesBetter #CovidKim","[{'text': 'Iowa', 'indices': [0, 5]}, {'text': 'COVID__19', 'indices': [6, 16]}, {'text': 'IowaDeservesBetter', 'indices': [246, 265]}, {'text': 'CovidKim', 'indices': [266, 275]}]"
Swishiee,"I'm usually tweeting about Disney Parks, Star Wars, Steven Universe, or being depressed. - He/Him","Roseville, CA",651,619,11178,2008-11-25 00:18:31,2020-11-13 16:05:44,1,"It feels like I've been hearing the phrase ""COVID-19 second wave"" for *checks watch* eight months?",[]
CarberyHousing,CHA is a non-profit company with Charitable Status and Approved Housing Body status with the DofHPLG. RT≠endorsem.,West Cork and Cork city,592,127,130,2019-09-18 15:12:27,2020-11-13 16:05:44,2,"Are you on the board or committee of a small charity or voluntary group? Don't miss this FREE webinar on Monday 16 Nov, 10am-11am. Register here: https://t.co/YkgkzWF7qs #TrusteeWeekIRL https://t.co/6WUabiZG5C",[]
DrFerdowsi,ceo https://t.co/n39WQn3rQQ / #healthcare transformer @startuphealth / cofounder @medicast acq @providence / @techstars alum / @healthbox mentor / @montgomerybell alum,glocal // sofl,875,9080,233643,2012-01-22 15:02:43,2020-11-13 16:05:43,167,"Canada is leading the world in vaccination readiness
https://t.co/ai7PiHsKgc https://t.co/A5pl3uV5MP",[]
bjiammbudda,"@HarvardHBS MBA. PE/VC/Angel.
Investor: @PalantirTech @SpaceX @IrriGreen @CornelisHPC @Axiom_Space
Not selling anything.",God Bless John Wayne,292,20,6925,2020-11-02 16:03:44,2020-11-13 16:05:43,9,"Lockdown deaths set to skyrocket.  

152k people waiting for more than a year for treatment in UK

 https://t.co/CpRpMjLIte",[]
olafoty,iDrum|God first|Family second|Then culers follows.,"Lagos, Nigeria",577,465,5948,2016-07-10 15:03:05,2020-11-13 16:05:43,0,"Omo wahala for Liverpool coach  Jurgen Klopp likes this o. I heard Salah, Allison and Firmino has Covid 19.

Gomez, Vvd, Fabinho and Arnold are all out because of injury. After international break it will be a tough run for them",[]
mtmouline,Architecte fan d'architecture (sans blague) et... toujours supporter d'Obama!,Maroc,426,205,54919,2011-07-06 09:16:05,2020-11-13 16:05:43,3408,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
oliviahtucker,english & polisci @yale | words in @teenvogue @sfweekly @alextimesnews | she/her 🌈,"Boston, Massachusetts",456,311,66,2014-09-04 20:01:04,2020-11-13 16:05:43,2,"The pandemic has been particularly tough on students with cognitive differences, whose learning relied on in-person connection and routine. Check out @oliviahtucker's excellent report: https://t.co/K1ATCbq453",[]
Ruffino_Lorenzo,Studente di Economics a Torino. Collaboro con @PagellaPolitica e @you_trend. Scrivo su @ElezioniUsa.,Torino,1180,9137,17607,2014-04-18 19:56:53,2020-11-13 16:05:43,167,"Canada is leading the world in vaccination readiness
https://t.co/ai7PiHsKgc https://t.co/A5pl3uV5MP",[]
